2017-10-26,"53,720","53,900","52,400","52,400","53,696.00","53,894.0053,324.00","49,716","48,329","9,776,550"
2017-10-27,"52,400","53,320","52,140","53,080","53,544.00","53,802.0053,338.00","49,770","48,414","7,392,500"
2017-10-30,"53,780","54,320","53,700","54,040","53,492.00","53,814.0053,390.00","49,841","48,499","8,196,150"
2017-10-31,"54,060","55,440","53,500","55,080","53,700.00","53,842.0053,463.00","49,963","48,586","13,381,550"
2017-11-01,"57,500","57,500","56,180","57,220","54,364.00","54,088.0053,741.00","50,113","48,689","14,510,250"
2017-11-02,"57,500","57,520","56,760","57,060","55,296.00","54,496.0054,010.00","50,254","48,785","10,721,050"
2017-11-03,"57,060","57,140","55,860","56,380","55,956.00","54,750.0054,266.00","50,377","48,863","9,935,800"
2017-11-06,"56,380","56,500","55,340","56,380","56,424.00","54,958.0054,521.00","50,521","48,953","9,000,950"
2017-11-07,"56,380","56,920","55,860","56,100","56,628.00","55,164.0054,686.00","50,661","49,041","7,464,550"
2017-11-08,"56,100","57,060","55,860","56,760","56,536.00","55,450.0054,792.00","50,814","49,133","8,520,200"
2017-11-09,"56,920","56,920","55,900","56,340","56,392.00","55,844.0054,869.00","50,957","49,218","11,994,050"
2017-11-10,"55,800","56,540","55,780","56,400","56,396.00","56,176.0054,989.00","51,126","49,301","6,748,800"
2017-11-13,"56,400","56,800","56,100","56,380","56,396.00","56,410.0055,112.00","51,301","49,385","8,806,650"
2017-11-14,"56,380","56,740","55,920","55,920","56,360.00","56,494.0055,168.00","51,489","49,468","6,725,000"
2017-11-15,"55,920","56,320","55,320","55,340","56,076.00","56,306.0055,197.00","51,661","49,557","8,816,950"
2017-11-16,"55,440","56,000","55,400","55,780","55,964.00","56,178.0055,337.00","51,821","49,646","7,640,700"
2017-11-17,"56,400","56,880","55,820","55,820","55,848.00","56,122.0055,436.00","51,967","49,737","10,733,150"
2017-11-20,"55,900","55,980","55,200","55,200","55,612.00","56,004.0055,481.00","52,106","49,823","9,472,750"
2017-11-21,"55,400","55,840","55,280","55,280","55,484.00","55,922.0055,543.00","52,246","49,903","10,324,700"
2017-11-22,"55,980","56,200","55,620","55,960","55,608.00","55,842.0055,646.00","52,396","49,985","7,952,950"
2017-11-23,"55,960","55,980","55,020","55,300","55,512.00","55,738.0055,791.00","52,526","50,066","6,272,900"
2017-11-24,"55,300","55,500","55,180","55,460","55,440.00","55,644.0055,910.00","52,658","50,156","4,536,200"
2017-11-27,"55,360","55,360","52,640","52,640","54,928.00","55,270.0055,840.00","52,752","50,222","18,128,900"
2017-11-28,"52,700","53,280","51,720","53,280","54,528.00","55,006.0055,750.00","52,872","50,294","13,499,400"
2017-11-29,"53,200","53,240","52,500","52,600","53,856.00","54,732.0055,519.00","52,980","50,349","9,590,250"
2017-11-30,"50,800","51,860","50,200","50,800","52,956.00","54,234.0055,206.00","53,057","50,389","29,634,150"
2017-12-01,"50,800","51,780","50,800","50,840","52,032.00","53,736.0054,929.00","53,132","50,436","12,868,600"
2017-12-04,"50,840","51,340","50,020","51,340","51,772.00","53,350.0054,677.00","53,213","50,487","14,865,050"
2017-12-05,"50,600","51,300","50,280","51,260","51,368.00","52,948.0054,435.00","53,300","50,530","9,326,550"
2017-12-06,"51,260","51,560","50,020","50,020","50,852.00","52,354.0054,098.00","53,355","50,569","10,889,200"
2017-12-07,"50,040","50,980","50,020","50,740","50,840.00","51,898.0053,818.00","53,417","50,613","11,065,600"
2017-12-08,"51,360","52,000","51,040","52,000","51,072.00","51,552.0053,598.00","53,482","50,669","11,290,450"
2017-12-11,"52,000","52,040","51,500","51,780","51,160.00","51,466.0053,368.00","53,527","50,719","8,125,850"
2017-12-12,"51,820","52,100","51,660","52,100","51,328.00","51,348.0053,177.00","53,565","50,774","8,765,050"
2017-12-13,"52,100","52,100","51,100","51,320","51,588.00","51,220.0052,976.00","53,594","50,813","11,333,700"
2017-12-14,"51,320","52,280","51,060","51,060","51,652.00","51,246.0052,740.00","53,618","50,838","20,310,400"
2017-12-15,"51,240","51,480","50,520","50,620","51,376.00","51,224.0052,480.00","53,623","50,864","14,928,550"
2017-12-18,"50,620","51,240","50,620","51,200","51,260.00","51,210.0052,280.00","53,636","50,891","7,350,250"
2017-12-19,"51,540","52,080","51,520","51,560","51,152.00","51,240.0052,094.00","53,621","50,924","11,978,600"
2017-12-20,"51,500","51,760","50,820","50,880","51,064.00","51,326.0051,840.00","53,600","50,945","10,080,550"
2017-12-21,"51,000","51,060","49,100","49,140","50,680.00","51,166.0051,532.00","53,549","50,952","15,624,300"
2017-12-22,"49,400","49,960","49,240","49,700","50,496.00","50,936.0051,244.00","53,497","50,969","11,199,650"
2017-12-26,"49,760","50,100","48,200","48,200","49,896.00","50,578.0051,022.00","53,417","50,971","16,039,850"
2017-12-27,"48,960","49,560","48,460","49,360","49,456.00","50,304.0050,826.00","53,346","50,986","10,743,600"
2017-12-28,"49,560","50,960","49,500","50,960","49,472.00","50,268.0050,744.00","53,335","51,018","8,985,450"
